characters_araber;Araber
sequences_a14_butler_top_a14_butler_verabschieben_tseq#2;[The butler turns his head briefly, then focuses back on the Arab.]
spokentexts_a14_butler_top_a14_butler_verabschieben_tseq_st_3;Pendant la traversée, nous garderons profil bas et éviterons Legrand.
spokentexts_a14_butler_top_a14_butler_verabschieben_tseq_st_4_direction;guilty
spokentexts_a14_butler_top_a14_butler_verabschieben_tseq_st_4;J'ai... J'ai perdu le billet et le faux passeport.
spokentexts_a14_butler_top_a14_butler_verabschieben_tseq_st_5_direction;painfully suppressed rage
spokentexts_a14_butler_top_a14_butler_verabschieben_tseq_st_5;Je vous jure que si mon bras était encore valide pour l'escalade, je me serais occupé de vous il y a longtemps.
spokentexts_a14_butler_top_a14_butler_verabschieben_tseq_st_6_direction;angry, but pragmatic
spokentexts_a14_butler_top_a14_butler_verabschieben_tseq_st_6;Bon, eh bien... Je préférerais que personne ne vous voit quand vous serez à bord.
spokentexts_a14_butler_top_a14_butler_verabschieben_tseq_st_7;Montez clandestinement à bord et restez discret jusqu'au Caire.
spokentexts_a14_butler_top_a14_butler_verabschieben_tseq_st_8;D'accord.
spokentexts_a14_butler_top_a14_butler_verabschieben_tseq_st_9;Et plus de surprise.
spokentexts_a14_butler_top_a14_butler_verabschieben_tseq_st_10;Rien de ce que pourra vous faire Legrand, la police ou quelqu'un d'autre ne sera en comparaison de ce que je vous ferais si vous ne suivez pas mon plan
sequences_a14_butler_top_a14_butler_verabschieben_tseq#11;[The butler gets up, walks to the wagon.]
spokentexts_a14_butler_top_a14_butler_verabschieben_tseq_st_11_direction;far away
spokentexts_a14_butler_top_a14_butler_verabschieben_tseq_st_11;James ! Vous êtes là !
spokentexts_a14_butler_top_a14_butler_verabschieben_tseq_st_12_direction;far away
spokentexts_a14_butler_top_a14_butler_verabschieben_tseq_st_12;Est-ce à l'inspecteur de porter mes bagages sur le navire tout seul ?
sequences_a14_butler_top_a14_butler_verabschieben_tseq#14;[cut to the face of the Arab. He can not resist a sneaky grin. He gets up and goes towards the crane.]
spokentexts_a14_butler_top_a14_butler_verabschieben_tseq_st_13;Il pense qu'il me connaît. Il pense que je suis stupide... et faible. Il est exactement là où je le veux !
spokentexts_a14_butler_top_a14_butler_verabschieben_tseq_st_14;Voilà qu'un jeune voleur va dire à un vieux de la vieille comment on fait !
sequences_a14_butler_top_a14_butler_verabschieben_tseq#17;[The Arab looks on the crane, and then looks to the ship, on the pallet with the bags and the chest, which are to be loaded.]
spokentexts_a14_butler_top_a14_butler_verabschieben_tseq_st_15_direction;self-deprecating
spokentexts_a14_butler_top_a14_butler_verabschieben_tseq_st_15;Même si cela implique un peu d'isolement.
sequences_a14_butler_top_a14_butler_verabschieben_tseq#19;[*** END OF SECTION ***]
sequences_a14_pier_seq_a14_pier_intro#0;[Shot of the pier. The ship is being loaded, the young woman goes on board. The safe is dangling at the crane.]
sequences_a14_pier_seq_a14_pier_intro#1;[Ohi stands with the doctor at the gangway and are talking.]
sequences_a14_pier_seq_a14_pier_intro#2;[The butler is back at the wagon and the Baroness is about to unleash some cases.]
sequences_a14_pier_seq_a14_pier_intro#3;[The Butler unleashes some cases, where his left arm as always he can not use properly. He has finally unleashed a suitcase, turns around and wants to push it into a worker's hand.]
sequences_a14_pier_seq_a14_pier_intro#4;[He's unsure. The Arab stands there and is looking at him serious. The butler looks around quickly if they are observed and then presses the Arab behind some boxes where they can talk save.]
spokentexts_a14_pier_seq_a14_pier_intro_st_1_direction;angry
spokentexts_a14_pier_seq_a14_pier_intro_st_1;Qu'est-ce que cela signifie ? Qu'est-ce que vous faites ici ?
